title,description,employer,location,job_url,tags,featured
"Manager, High Voltage & Medium Voltage O&M Engineering","Join Clearway Energy Group as a Manager in San Francisco, CA.",Clearway Energy Group,"San Francisco, California, United States",https://rejobs.org/en/renewable-energy-jobs/108209-manager-high-voltage-medium-voltage-om-engineering-clearway-energy-group,Substation Engineering | Regulatory Compliance | High Voltage | Electrical Engineering,False
Field Coordinator (m/w/d),"Join SELCO Foundation as a Field Coordinator in Aizawl, India.",SELCO Foundation,"Aizawl, India",https://rejobs.org/en/renewable-energy-jobs/108337-field-coordinator-mwd-selco-foundation,Environmental Management | Data | Stakeholder Management | Community Energy | Energy Access | Rural Electrification,False
Blade Technicians with ABRT/Blade D Certificate,Join FairWind as a Blade Technician in the UK!,FairWind,United Kingdom,https://rejobs.org/en/renewable-energy-jobs/108019-blade-technicians-with-abrtblade-d-certificate-fairwind,Blade Maintenance | Onshore Wind Energy | Wind O&M | Wind Turbine Technician,False
Intern - Building Strategy & Planning Data,"Join NYSERDA as an Intern in New York, supporting data projects.",NYSERDA,"New York, NY, United States",https://rejobs.org/en/renewable-energy-jobs/108272-intern-building-strategy-planning-data-nyserda,Building Energy Performance | Energy Access | Energy Modeling,False
Intern (m/w/d),Join NYSERDA as an Intern in New York! Gain hands-on experience in energy data analysis.,NYSERDA,"New York, NY, United States",https://rejobs.org/en/renewable-energy-jobs/108271-intern-mwd-nyserda,Energy Analytics | Energy Modeling | Urban Planning,False
Technical Support Engineer,"Join Zenobē as a Technical Support Engineer in Portsmouth, UK.",Zenobē,"Portsmouth, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/108343-technical-support-engineer-zenobe,Battery Management Systems | Battery Technology | Power Electronics | Technical Support,False
Graduate Engineer,"Join Seaway7 as a Graduate Engineer in Leer, Germany. Launch your career in renewable energy with hands-on training and mentorship.",Seaway7,"Leer, Germany",https://rejobs.org/en/renewable-energy-jobs/108196-graduate-engineer-seaway7,Graduate Programs | Project Management | Safety Management | Offshore Wind Energy | Engineering Management,False
Cable Technician,Join FairWind as a Cable Technician across Europe!,FairWind,Europe,https://rejobs.org/en/renewable-energy-jobs/108015-cable-technician-fairwind,Offshore Wind Energy | Onshore Wind Energy | Turbine Operations | Safety Management | Electrical Engineering,False
"Manufacturing, Trade, and International Affairs Policy Intern (m/w/d)","Join SEIA as a Policy Intern in Washington, D.C. and support solar manufacturing initiatives.",Solar Energy Industries Association,"Washington, D.C., United States",https://rejobs.org/en/renewable-energy-jobs/108313-manufacturing-trade-and-international-affairs-policy-intern-mwd-solar-energy-industries-association,Community Energy | Energy Policy,False
Sales Director (m/w/d),"Join sonnen as Sales Director in Italy, leading commercial success.",sonnen,Italy,https://rejobs.org/en/renewable-energy-jobs/108142-sales-director-mwd-sonnen,Distributed Energy Resources | Community Energy | Energy Access | Sales and Marketing | Business Development,False
SaaS Product Manager,"Join 3E as a SaaS Product Manager in Brussels, Belgium, driving flexibility solutions.",3E,"Brussels, Belgium",https://rejobs.org/en/renewable-energy-jobs/108344-saas-product-manager-3e,Energy Analytics | Energy Policy | Partnership Management | Stakeholder Management | Product Development,False
Senior Service Technician,"Join British Solar Renewables as a Senior Service Technician in Colchester or Chelmsford, UK.",British Solar Renewables,"Colchester, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/108324-senior-service-technician-british-solar-renewables,Battery Management Systems | Photovoltaic Systems | Power Electronics | Solar Installation | Solar O&M | Utility-Scale Solar,False
Director of Business Development (m/w/d),Join Canadian Solar as Director of Business Development in the United States.,Canadian Solar,United States,https://rejobs.org/en/renewable-energy-jobs/107930-director-of-business-development-mwd-canadian-solar,Battery Technology | Distributed Energy Resources | Power Systems,False
Technical Project Manager,Join Lundsby Renewable Solutions as a Technical Project Manager in Denmark.,Lundsby Renewable Solutions A/S,Denmark,https://rejobs.org/en/renewable-energy-jobs/108323-technical-project-manager-lundsby-renewable-solutions-as,Technical Support | Biogas Energy | Project Management | Operations Management,False
Head of Finance,"Join CorPower Ocean as Head of Finance in Stockholm, Sweden.",CorPower Ocean,"Stockholm, Sweden",https://rejobs.org/en/renewable-energy-jobs/108452-head-of-finance-corpower-ocean,Ocean Energy | Financial Services | Project Finance | Risk Management | Compliance | Accounting & Finance,False
Renewables Development Lead,Join Fuse Energy as Renewables Development Lead in London!,Fuse Energy,"London, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/108318-renewables-development-lead-fuse-energy,Utility-Scale Solar | Community Energy | Energy Access | Land Management | Project Management,False
Wind Turbine Technician,Join FairWind as a Wind Turbine Technician in the UK or Ireland!,FairWind,Ireland,https://rejobs.org/en/renewable-energy-jobs/108018-wind-turbine-technician-fairwind,Onshore Wind Energy | Turbine Operations | Wind O&M | Wind Turbine Technician,False
Commercial Director (m/w/d),"Join Rondo Energy as a Commercial Director in Toronto, Canada.",Rondo Energy,"Toronto, Ontario, Canada",https://rejobs.org/en/renewable-energy-jobs/108306-commercial-director-mwd-rondo-energy,Energy Economics | Energy Policy | Project Finance | Stakeholder Management | Commercial Management,False
Senior Law Clerk (m/w/d),"Join FirstLight Power as a Senior Law Clerk in Montreal, Canada. Support legal functions and enhance efficiency in a growing clean energy company.",FirstLight Power,"Montreal, Canada",https://rejobs.org/en/renewable-energy-jobs/108335-senior-law-clerk-mwd-firstlight-power,Battery Technology | Utility-Scale Solar | Energy Policy,False
Head of Finance (m/w/d),"Join Skeleton Technologies as Head of Finance in Tallinn, Estonia.",Skeleton Technologies,"Tallinn, Estonia",https://rejobs.org/en/renewable-energy-jobs/108241-head-of-finance-mwd-skeleton-technologies,Battery Technology | Energy Governance | Financial Services | Risk Management,False
Sales Associate,"Join Fuse Energy as a Sales Associate in London, UK, driving clean energy solutions.",Fuse Energy,"London, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/108316-sales-associate-fuse-energy,Photovoltaics | Energy Access | Sales and Marketing | Customer Management | EV Charging Infrastructure,False
SCADA Engineer,"Join Enel as a SCADA Engineer in Andover, Massachusetts, focusing on renewable energy systems.",Enel,"Andover, Massachusetts, United States",https://rejobs.org/en/renewable-energy-jobs/107991-scada-engineer-enel,Battery Technology | Cybersecurity | Distributed Energy Resources | SCADA,False
Wind Technician II,"Join Enel as a Wind Technician II in Allen, Nebraska!",Enel,"Allen, Nebraska, United States",https://rejobs.org/en/renewable-energy-jobs/107987-wind-technician-ii-enel,Blade Maintenance | Onshore Wind Energy | Turbine Operations | Wind O&M | Safety Management,False
Project Manager - Capital Planning,"Join Hydro Tasmania as a Project Manager in Hobart, Australia!",Hydro Tasmania,"Hobart, Tasmania, Australia",https://rejobs.org/en/renewable-energy-jobs/108129-project-manager-capital-planning-hydro-tasmania,Contract Management | Energy Asset Valuation | Risk Management | Project Management | Engineering Management,False
Project Manager (m/w/d),"Join SELCO Foundation as a Project Manager in Aizawl, India, focusing on renewable energy initiatives.",SELCO Foundation,"Aizawl, India",https://rejobs.org/en/renewable-energy-jobs/108336-project-manager-mwd-selco-foundation,Climate Adaptation | Energy Access | Project Management | Partnership Management | Research and Development,False
Congressional Affairs Spring Intern (m/w/d),"Join SEIA as a Congressional Affairs Spring Intern in Washington, D.C.!",Solar Energy Industries Association,"Washington, D.C., United States",https://rejobs.org/en/renewable-energy-jobs/108312-congressional-affairs-spring-intern-mwd-solar-energy-industries-association,Community Energy | Energy Policy | Advocacy & Policy,False
Territory Business Executive,Join d.light as a Territory Business Executive in Kenya!,d.light,"Nairobi, Kenya",https://rejobs.org/en/renewable-energy-jobs/107994-territory-business-executive-dlight,Community Solar | Photovoltaic Systems | Solar Installation | Solar O&M | Energy Access | Sales and Marketing,False
Communications Spring Intern (m/w/d),"Join SEIA as a Communications Spring Intern in Washington, D.C. Gain hands-on experience in strategic communications and digital media.",Solar Energy Industries Association,"Washington, D.C., United States",https://rejobs.org/en/renewable-energy-jobs/108311-communications-spring-intern-mwd-solar-energy-industries-association,Photovoltaics | Advocacy & Policy | Community Energy | Energy Access | Marketing and Communications,False
Junior Business Analyst (m/w/d),"Join Second Foundation as a Junior Business Analyst in Prague, Czech Republic. Support research in energy and battery-storage sectors. Enjoy flexible hours and a competitive salary.",Second Foundation,"Prague, Czech Republic",https://rejobs.org/en/renewable-energy-jobs/108234-junior-business-analyst-mwd-second-foundation,Battery Management Systems | Battery Technology | Energy Economics | Market Analysis,False
Finance Project Manager (m/w/d),Join Second Foundation as a Finance Project Manager in Berlin!,Second Foundation,"Berlin, Germany",https://rejobs.org/en/renewable-energy-jobs/108237-finance-project-manager-mwd-second-foundation,EPC Management | Energy Asset Valuation | Financial Services | Project Management,False
Principal Engineer,"Join Silfab Solar as a Principal Engineer in Fort Mill, SC, to innovate solar cell technologies.",Silfab Solar,"Fort Mill, South Carolina, United States",https://rejobs.org/en/renewable-energy-jobs/108278-principal-engineer-silfab-solar,Power Electronics | Solar Installation | Solar O&M | Solar Resource Assessment | Photovoltaic Systems | Research and Development,False
Project Design Engineer,"Join Canadian Solar as a Project Design Engineer in Walnut Creek, California, and support solar and energy storage projects.",Canadian Solar,"Walnut Creek, California, United States",https://rejobs.org/en/renewable-energy-jobs/107928-project-design-engineer-canadian-solar,Battery Technology | Distributed Energy Resources | EPC Management | Photovoltaic Systems | Solar Resource Assessment | Energy Modeling,False
HR with Disability (m/w/d),Join sonnen in Cairo as an HR professional with disabilities. Shape inclusive workplaces and support employee experiences.,sonnen,"Cairo, Egypt",https://rejobs.org/en/renewable-energy-jobs/108143-hr-with-disability-mwd-sonnen,Energy Justice | Recruitment | Workforce Development | Human Resources,False
Head of Project Finance (m/f/d),"Join JUWI as Head of Project Finance in Milan or Verona, Italy.",JUWI,"Milan, Italy",https://rejobs.org/en/renewable-energy-jobs/108131-head-of-project-finance-mfd-juwi,Hybrid Power Plants | Photovoltaics | Wind Farms | Project Finance | Financial Services,False
Senior / Staff Systems Engineer,"Join Antora Energy as a Senior/Staff Systems Engineer in San Jose, CA.",Antora Energy,"San Jose, California, United States",https://rejobs.org/en/renewable-energy-jobs/108392-senior-staff-systems-engineer-antora-energy,Battery Technology | Thermal Energy | Performance Management | System Design,False
Dual Fuel Engineer,"Join Fuse Energy as a Dual Fuel Engineer in Doncaster, UK.",Fuse Energy,"Doncaster, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/108319-dual-fuel-engineer-fuse-energy,Behind the Meter | Distributed Energy Resources | Metering | Power Electronics | EV Charging Infrastructure,False
"Sr. Manager, Energy Strategy & Sourcing","Join Rondo Energy as Sr. Manager, Energy Strategy & Sourcing in London or Madrid.",Rondo Energy,"London, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/108308-sr-manager-energy-strategy-sourcing-rondo-energy,Energy Economics | Energy Policy | Energy Trading | Power Purchase Agreement,False
